intervention,label,intervention_type,direction_definition,challenge,modulation_fraction,native_parameter_value,simulation_status,hypo_burden_mgdl_min,hyper_burden_mgdl_min,abs_dev_from_target_mgdl_min,glucose_auc_mgdl_min,glucose_sd_mgdl,glucose_rmsd_mgdl,glucose_peak_mgdl,glucose_nadir_mgdl,recovery_time_min,undershoot_mgdl,insulin_auc_muL_min,glucagon_auc_pM_min,mean_glucose_mgdl,mean_insulin_muL,mean_glucagon_pM,composite_loss
insulin_secretion_inhibition,Beta-cell secretion impairment,inhibition,"u:0=none,1=max",ivgtt,0.88,0.12,ok,0.0,3370.8132926365834,6509.897150796892,22664.89715079689,63.48098432135902,7.847226866211957,429.3115233211997,92.27402841482224,35.5,10.037428452733195,4885.764920449699,1841.2474004125174,126.2668364946902,27.21874607492869,10.2576456847494,56.84884531682687
insulin_secretion_inhibition,Beta-cell secretion impairment,inhibition,"u:0=none,1=max",ivgtt,0.89,0.10999999999999999,ok,0.0,3599.8835390593285,7076.022820179492,23231.02282017949,64.41993818250806,7.835954343944627,429.685077582397,93.8718934709315,38.5,8.733897677222188,4707.922236119988,1824.4839044719756,129.42073994528963,26.227979031309125,10.16425573521992,57.49294937051795
insulin_secretion_inhibition,Beta-cell secretion impairment,inhibition,"u:0=none,1=max",ivgtt,0.8999999999999999,0.10000000000000009,ok,0.0,3891.5858047360134,7722.794500242373,23922.794500242373,65.51558337479064,7.813460607121848,430.05997672756916,95.42126279407036,42.5,7.479599369109366,4536.935007127331,1814.6781458689934,132.90441389023542,25.205194484040728,10.081545254827741,58.297029709714195
insulin_secretion_inhibition,Beta-cell secretion impairment,inhibition,"u:0=none,1=max",ivgtt,0.9099999999999999,0.09000000000000008,ok,0.0,4248.867704263221,8430.739372415454,24585.739372415454,66.94935387530136,7.813298621570802,430.43589923835845,97.03783720897482,46.5,6.158443549119724,4350.072324610195,1795.331905064128,136.967907367217,24.23438620952755,10.00184905328205,59.432193603264494
insulin_secretion_inhibition,Beta-cell secretion impairment,inhibition,"u:0=none,1=max",ivgtt,0.9199999999999999,0.08000000000000007,ok,0.0,4665.694541125982,9220.035796614615,25375.03579661461,68.40022767479826,7.803221383589088,430.81256150951776,98.87372376702714,50.99999999999999,4.61792514505386,4151.025582353199,1784.0634205959075,141.36510193100065,23.125490709488577,9.939071981035697,60.66096274715469
insulin_secretion_inhibition,Beta-cell secretion impairment,inhibition,"u:0=none,1=max",ivgtt,0.9299999999999999,0.07000000000000006,ok,0.0,5127.36833295341,10078.818612037005,26233.818612037005,69.78815897424307,7.794635555574488,431.1897340506982,101.11150567914603,55.5,2.6750714722682005,3920.914427696148,1776.581711500486,146.14940730939836,21.843534416134528,9.897391150420535,61.95178616213214
insulin_secretion_inhibition,Beta-cell secretion impairment,inhibition,"u:0=none,1=max",ivgtt,0.94,0.06000000000000005,ok,0.0,5617.770480667626,11007.217547541062,27162.217547541062,70.92955951004132,7.787570269515091,431.56729481639115,103.96954029998949,60.0,0.11114330677922624,3646.0210463592052,1775.0463221612376,151.3215462258555,20.312094965789445,9.888837449366227,63.196686894225174
insulin_secretion_inhibition,Beta-cell secretion impairment,inhibition,"u:0=none,1=max",ivgtt,0.95,0.050000000000000044,ok,0.0,6128.819877270305,12021.198419350305,28176.198419350305,71.63863548478199,7.781416573888404,431.94547354095477,104.37359529354767,64.99999999999999,0.0,3315.7118848376413,1782.890642027314,156.9704647317566,18.471932506059286,9.932538395695344,64.63602821078923
glucagon_secretion_inhibition,Glucagon secretion suppression,inhibition,"u:0=none,1=max",ogtt,0.75,0.25,ok,0.0,0.0,4244.422703766875,28828.130820940725,17.39938868680836,0.3050769154924502,131.02319996306872,78.42421452486035,188.0,2.3414600496068374,14168.302755540359,726.7773744709777,96.09376940313575,47.227675851801195,2.4225912482365923,6.616455295726635
glucagon_secretion_inhibition,Glucagon secretion suppression,inhibition,"u:0=none,1=max",ogtt,0.76,0.24,ok,0.0,0.0,4250.149529309576,28821.377602178934,17.413212028884132,0.305550553287993,130.99760856665014,78.38010909730309,188.5,2.2161111125805633,14157.099952939354,699.6304872023306,96.07125867392978,47.19033317646451,2.3321016240077688,6.611313618528408
glucagon_secretion_inhibition,Glucagon secretion suppression,inhibition,"u:0=none,1=max",ogtt,0.77,0.22999999999999998,ok,0.0,0.0,4255.874415448435,28814.35016770102,17.427282386070917,0.30604011669466075,130.97061138966814,78.33438503269865,189.5,2.090041822705558,14145.772259739837,672.4013283002545,96.04783389233674,47.15257419913279,2.2413377610008482,6.608308390971941
glucagon_secretion_inhibition,Glucagon secretion suppression,inhibition,"u:0=none,1=max",ogtt,0.78,0.21999999999999997,ok,0.0,0.0,4261.8546347882,28807.30144855644,17.442304997129224,0.3065503620778806,130.94460343519867,78.28797322377368,190.0,1.962273499747326,14134.238050697011,645.0897617312128,96.0243381618548,47.114126835656705,2.1502992057707093,6.603370250177775
glucagon_secretion_inhibition,Glucagon secretion suppression,inhibition,"u:0=none,1=max",ogtt,0.79,0.20999999999999996,ok,0.0,0.0,4267.929203239184,28800.06721734657,17.4575774047054,0.3070576890043153,130.91801986957094,78.2400584098567,191.0,1.8335722708248596,14122.394610143348,617.6933317290228,96.0002240578219,47.07464870047783,2.058977772430076,6.600472252384203
