intervention,challenge,response_class,u_opt,loss_baseline,loss_opt,loss_max,span,gain0,gain1,note
glucagon_secretion,ivgtt,TypeII,0.89,221.07115561656065,199.25431748752746,206.50766599281835,9.53396441239272,21.816838129033187,7.253348505290887,
insulin_signal_global_inhibition,ivgtt,TypeII*,0.7,221.07115561656065,47.242800834178375,52.02794477624436,15.050456328861891,173.82835478238226,4.785143942065986,"beats baseline, not max"
insulin_secretion_inhibition,ivgtt,TypeII,0.7400000000000001,221.07115561656065,44.368434389430256,82.44027275200561,9.835234584207335,176.70272122713038,38.071838362575356,
insulin_signal_global,ogtt,TypeI,0.9625,6.809072323411645,4.320404771043499,4.35998806745277,0.31030751027239667,2.4886675523681454,0.03958329640927083,
glucagon_signal_hepatic,ogtt,Type0,0.74,6.809072323411645,6.418815183537122,6.462074275484338,1.0407337148439773,0.3902571398745227,0.043259091947216,
glucagon_secretion,ogtt,Type0,0.9099999999999999,6.809072323411645,6.432689795407548,6.709051963941552,0.28441077361810674,0.3763825280040969,0.2763621685340043,
glucagon_signal_inhibition,ogtt,TypeII,0.03,6.809072323411645,6.477076428925854,6.73578965336819,0.33199589448579037,0.33199589448579037,0.258713224442336,
glucagon_secretion_inhibition,ogtt,Type0,0.9025,6.809072323411645,6.0539216803635725,6.284755101801151,1.0546529652809626,0.7551506430480721,0.23083342143757868,
insulin_signal_hepatic,ogtt,Type0,0.89,6.809072323411645,6.1835461827949505,6.256183383239627,0.4703144365733687,0.6255261406166941,0.07263720044467625,
glucagon_secretion,ivitt,Type0,0.9,69.18036601508939,54.211331576713064,54.34065633416111,1.3103171450988143,14.969034438376326,0.12932475744804606,
glucagon_signal_hepatic,civii,Type0,0.865,4.997180791405992,4.739821108254861,4.8101992984790565,0.12066604466328812,0.25735968315113045,0.07037819022419534,
insulin_secretion,civii,TypeII,0.52,4.997180791405992,3.781370094788012,27.71917716522804,1.5150427613175976,1.2158106966179796,23.937807070440027,
glucagon_secretion,civii,TypeII,0.5900000000000001,4.997180791405992,4.583586177581677,4.66514943866088,0.1912298202805527,0.4135946138243147,0.08156326107920275,
insulin_secretion_inhibition,civii,TypeII,0.26999999999999996,4.997180791405992,4.657663041208887,13.54091586394278,0.4068287552858614,0.3395177501971043,8.883252822733894,
