intervention,challenge,u,peak_glucose,nadir_glucose,peak_insulin,peak_glucagon,mean_HGP,mean_PGU,max_Secr
insulin_secretion_inhibition,ivgtt,0.0,340.377917478601,40.21953430489022,1349.4536342041572,30.64785635956293,0.7179311961634923,1.0389042165578701,7018.734330397233
insulin_secretion_inhibition,ivgtt,0.8,361.52634615495487,77.43715638436927,297.68464343101783,13.661626015276413,0.7543984780181814,0.9503385358856534,1601.998264043
insulin_secretion_inhibition,ivgtt,1.0,371.37807063972724,105.79997504776871,0.5903326201814802,15.305549559111627,0.4864172740798609,0.42326719063645213,0.0
glucagon_secretion,ogtt,0.0,132.22469647284007,80.3196160309975,92.55710255623814,12.336311102790232,0.2433576788679847,0.8380461740418328,270.20578355689236
glucagon_secretion,ogtt,0.85,132.16423336254212,81.73851405429396,92.74985572270977,30.161652125191015,0.27620363807052745,0.8533027299629525,265.2756969262282
glucagon_secretion,ogtt,1.0,132.17539278914157,81.84403905311021,92.86195859297898,33.28758942911737,0.27979915453101994,0.8553578466141736,264.9938352801358
glucagon_signal_inhibition,ogtt,0.0,132.22469647284007,80.3196160309975,92.55710255623814,12.336311102790232,0.2433576788679847,0.8380461740418328,270.20578355689236
glucagon_signal_inhibition,ogtt,0.1,132.26065382791526,80.28984429919787,92.67101825912904,12.365824707966159,0.24435109921455844,0.8388548652870154,270.6574140976674
glucagon_signal_inhibition,ogtt,1.0,132.58353662036183,79.95432849568886,93.68868898586199,12.717533833166318,0.2526062055706167,0.8459514376741549,274.76703209122013
insulin_signal_global_inhibition,ivgtt,0.0,340.377917478601,40.21953430489022,1349.4536342041572,30.64785635956293,0.7179311961634923,1.0389042165578701,7018.734330397233
insulin_signal_global_inhibition,ivgtt,0.7,347.643629882848,69.61171921167578,1351.5110472329238,13.180728132528317,0.6069060319450076,0.79516063737758,7031.140529372884
insulin_signal_global_inhibition,ivgtt,1.0,350.9462962315602,89.07551475010283,1352.3658811452224,11.481988101229003,0.44745679199602756,0.3518796764008005,7036.442355364994
insulin_signal_global,ogtt,0.0,132.22469647284007,80.3196160309975,92.55710255623814,12.336311102790232,0.2433576788679847,0.8380461740418328,270.20578355689236
insulin_signal_global,ogtt,0.5,115.29894836247404,80.22906954562181,81.55259957150122,12.637544619461824,0.249262094885737,0.7584907661461253,257.1913671120571
insulin_signal_global,ogtt,1.0,109.14127752288691,80.92607286408486,75.79963762940186,12.583385253904176,0.2573513955129803,0.7111906500323835,249.86163418245116
