hypo_burden_mgdl_min,hyper_burden_mgdl_min,abs_dev_from_target_mgdl_min,glucose_auc_mgdl_min,glucose_sd_mgdl,glucose_rmsd_mgdl,glucose_peak_mgdl,glucose_nadir_mgdl,recovery_time_min,undershoot_mgdl,insulin_auc_muL_min,glucagon_auc_pM_min,mean_glucose_mgdl,mean_insulin_muL,mean_glucagon_pM,modulation_fraction,composite_loss
0.0,69871.91794451486,84593.41471450345,111593.41471450345,93.57445312521914,1.0888793263180176,465.71564642091363,105.79997510078063,300.0,0.0,7.356717954155537,4552.250867974317,371.9780490483448,0.024522393180518458,15.17416955991439,0.0,203.68197499521193
0.0,69805.52817183314,84523.32575898131,111523.32575898131,93.60611786935215,1.0887158672795418,465.4874361984391,105.57188221819744,300.0,0.0,7.356567232370404,4552.467967490992,371.7444191966044,0.02452189077456801,15.174893224969974,0.05,203.5232630578185
0.0,69738.70788575121,84452.74823684146,111452.74823684146,93.63844042367353,1.0885558695745916,465.25914044027473,105.34174551501829,300.0,0.0,7.356499860515198,4552.691562310054,371.50916078947154,0.024521666201717328,15.175638541033514,0.1,203.3636531393027
0.0,69671.25546701832,84381.51913926691,111381.51913926691,93.670918750008,1.0883932578956954,465.0253467778749,105.10951669364384,300.0,0.0,7.356526037406147,4552.921689594998,371.271730464223,0.02452175345802049,15.176405631983325,0.15,203.20249138080905
0.0,69603.24277251355,84309.63251547804,111309.63251547805,93.70358724170715,1.0882263739665312,464.80118446114517,104.87514572479995,300.0,0.0,7.356587148575671,4553.158625278518,371.03210838492686,0.024521957161918902,15.17719541759506,0.2,203.0399593898346
0.0,69534.76542130155,84237.12068591695,111237.12068591695,93.7369673891438,1.0880640116832574,464.5712739200375,104.63857983782724,300.0,0.0,7.356516264832851,4553.4028584567095,370.79040228638985,0.02452172088277617,15.178009528189031,0.25,202.87646176221102
0.0,69465.69192033047,84163.98825363556,111163.98825363556,93.77072919955482,1.0878983961740365,464.3259600176796,104.39976495776189,300.0,0.0,7.356658910181027,4553.654572346332,370.5466275121185,0.02452219636727009,15.178848574487775,0.3,202.71155616844374
0.0,69396.08127905581,84090.29084433806,111090.29084433806,93.80488325015065,1.087733145450956,464.0943553181473,104.15864439783351,300.0,0.0,7.3567743172826745,4553.914018979709,370.30096948112686,0.024522581057608916,15.17971339659903,0.35,202.54540724820896
0.0,69325.69388710345,84015.75224474535,111015.75224474535,93.83941211424043,1.087569363551403,463.8523550661227,103.91515982361214,300.0,0.0,7.35670293224249,4554.18159196139,370.0525074824845,0.024522343107474965,15.180605306537966,0.4,202.37741603499154
0.0,69254.62409905529,83940.47446900993,110940.47446900993,93.87486584301564,1.0874057389877065,463.6187952118533,103.66925039438576,300.0,0.0,7.356732881195201,4554.457899374802,369.8015815633664,0.024522442937317337,15.181526331249339,0.45,202.20795068307498
0.0,69183.08200177064,83864.63935273775,110864.63935273778,93.91042418622428,1.087239487570792,463.3702032157452,103.42085215203056,300.0,0.0,7.356806971819654,4554.743021838745,369.5487978424593,0.02452268990606551,15.182476739462485,0.5,202.03732021022768
0.0,69110.77061493328,83787.86307548126,110787.86307548126,93.94656552495564,1.0870733438624907,463.1217804834429,103.16989985031078,300.0,0.0,7.356765576305127,4555.037464183884,369.29287691827085,0.024522551921017093,15.183458213946281,0.55,201.86491269919603
0.0,69037.8030418734,83710.37345190419,110710.37345190419,93.9834692806867,1.0869068979250727,462.8708328342462,102.91632411534836,300.0,0.0,7.3568628854310685,4555.342010381959,369.034578173014,0.024522876284770227,15.184473367939864,0.6,201.6910541249548
0.0,68964.09425397456,83632.08511169832,110632.08511169834,94.02069230666882,1.0867439300146446,462.62390793147785,102.66005316341403,300.0,0.0,7.356684891267552,4555.656539722195,368.7736170389945,0.02452228297089184,15.185521799073983,0.65,201.51543624939174
0.0,68889.56672945815,83552.95284954073,110552.95284954073,94.05849484397324,1.0865719177623205,462.3715845285902,102.40101257913349,300.0,0.0,7.357003195184818,4555.982257707163,368.5098428318024,0.024523343983949394,15.186607525690542,0.7,201.3378802411995
0.0,68814.28015491355,83472.959290802,110472.95929080198,94.09707531446601,1.0864114613471485,462.11399190960685,102.13912486879572,300.0,0.0,7.356453010069422,4556.318750829308,368.24319763600664,0.02452151003356474,15.187729169431025,0.75,201.15866732002885
0.0,68738.25470552943,83392.07192934734,110392.07192934734,94.13614976354451,1.0862412572657212,461.8558907995974,101.87430817250115,300.0,0.0,7.35675306802717,4556.667952394031,367.97357309782444,0.024522510226757232,15.18889317464677,0.8,200.97769172591364
0.0,68661.47668246481,83310.28738616133,110310.28738616133,94.17583740272443,1.0860766191577662,461.59510931954185,101.60647651179269,300.0,0.0,7.356469531328691,4557.029210898462,367.7009579538711,0.02452156510442897,15.19009736966154,0.85,200.7950102658872
0.0,68583.85233235202,83227.61266411211,110227.61266411211,94.21612978246158,1.0859080668521863,461.3307397563047,101.33554286805617,300.0,0.0,7.356746983343398,4557.404320065925,367.42537554704035,0.024522489944477994,15.191347733553084,0.9,200.61034852694488
0.0,68505.24601797231,83143.86107413104,110143.86107413104,94.25734150555782,1.085742117356764,461.06257702238975,101.06141280824397,300.0,0.0,7.356599542221087,4557.793179032734,367.1462035804368,0.02452199847407029,15.192643930109114,0.95,200.4234721327324
0.0,68425.65216646156,83059.08448259585,110059.08448259586,94.2990102973584,1.0855689884062565,460.79215642865876,100.7839895087065,300.0,0.0,7.3569392902174355,4558.197251261132,366.8636149419862,0.024523130967391452,15.193990837537106,1.0,200.23421245616458
