hypo_burden_mgdl_min,hyper_burden_mgdl_min,abs_dev_from_target_mgdl_min,glucose_auc_mgdl_min,glucose_sd_mgdl,glucose_rmsd_mgdl,glucose_peak_mgdl,glucose_nadir_mgdl,recovery_time_min,undershoot_mgdl,insulin_auc_muL_min,glucagon_auc_pM_min,mean_glucose_mgdl,mean_insulin_muL,mean_glucagon_pM,modulation_fraction,composite_loss
0.0,69871.99151951108,84593.44991368701,111593.44991368703,140.74744676712444,1.6879322176292841,465.7161524442599,105.79997510078063,300.0,0.0,7.355682411997761,4552.251166299724,371.97816637895676,0.02451894137332587,15.174170554332413,0.0,217.87161890655165
0.0,69619.91977182707,84327.67164082862,111327.67164082862,139.83848719309447,1.8459662964956478,464.85464553641,104.95139722899236,300.0,0.0,7.355939620909248,4326.1010864107775,371.09223880276204,0.02451979873636416,14.420336954702591,0.05,217.64618519309406
0.0,69357.28601806506,84050.32668223006,111050.32668223006,136.2282649985335,1.6701782522706874,463.9605248498361,104.07143192592612,300.0,0.0,7.355778399564079,4099.954602279186,370.16775560743355,0.024519261331880263,13.66651534093062,0.1,215.38374231850378
0.0,69083.1638346648,83760.44229682557,110760.44229682558,145.23147127548052,1.9645117833488934,463.02296456277946,103.15863038439296,300.0,0.0,7.355812499792772,3873.8106532866586,369.20147432275195,0.02451937499930924,12.912702177622196,0.15,218.12642179098825
0.0,68797.12919426976,83457.77057253859,110457.77057253859,144.25686224342303,1.5718697807436595,462.0556021406631,102.21142527762076,300.0,0.0,7.355783636850981,3647.6672844449395,368.19256857512863,0.02451927878950327,12.158890948149798,0.2,215.5969641592617
0.0,68498.73970392333,83141.45115068325,110141.45115068328,135.99175236762946,1.7063905197998495,461.03485780542513,101.22811373898107,300.0,0.0,7.3557615930206826,3421.5212323227133,367.1381705022776,0.02451920531006894,11.405070774409044,0.25,213.32264515659315
0.0,68186.98384863208,82810.5019364546,109810.5019364546,138.535527753544,1.6404384843260045,459.96650459665744,100.2068345975038,300.0,0.0,7.355705012293555,3195.368993651741,366.03500645484866,0.024519016707645183,10.651229978839137,0.3,212.915240454676
0.0,67860.99172125045,82464.09033156914,109464.09033156914,142.89634676479892,1.8687360050684734,458.8415498417308,99.14553805186743,300.0,0.0,7.355903712477419,2969.2055230541287,364.88030110523044,0.024519679041591396,9.897351743513763,0.35,214.1035041967559
0.0,67520.08961015155,82101.12940413551,109101.12940413548,145.44886312952744,1.6121747115687193,457.67704391642513,98.04195436662269,300.0,0.0,7.355689946464112,2743.0224974744074,363.67043134711827,0.02451896648821371,9.143408324914692,0.4,212.8629820470805
0.0,67162.87600683997,81720.24508448431,108720.24508448431,142.4645393098946,1.5376526117902378,456.43536929807357,96.89354468921465,300.0,0.0,7.35566114598056,2516.8104659614305,362.40081694828103,0.024518870486601865,8.389368219871436,0.45,210.9256278767008
0.0,66788.50720310587,81320.40535204047,108320.40535204047,145.5767499840611,1.944266191710691,455.146204265422,95.69744779948978,300.0,0.0,7.355778402703593,2290.5555637921616,361.0680178401349,0.02451926134234531,7.635185212640539,0.5,212.39406201922202
0.0,66396.56604172122,80901.01096920704,107901.01096920703,138.35471841457604,1.5513663430022222,453.78754282659776,94.45040704214892,300.0,0.0,7.355556202691659,2064.2377983572815,359.6700365640234,0.024518520675638863,6.880792661190938,0.55,208.03695094960057
0.0,65985.15514235178,80459.8465075486,107459.84650754862,136.71357256733762,1.6101872604932843,452.35485748481153,93.14867574414147,300.0,0.0,7.355508152795221,1837.8317171837257,358.1994883584954,0.024518360509317404,6.126105723945752,0.6,206.8332699718481
0.0,65552.26810564476,79994.59493572795,106994.59493572793,138.59700096819194,1.7129531581847945,450.8515700798107,91.7878957880953,300.0,0.0,7.355567261631151,1611.3004078813149,356.64864978575974,0.024518557538770504,5.371001359604383,0.65,206.63282205030552
0.0,65096.16882354712,79503.33709968318,106503.33709968318,144.59687684985727,1.9476312586669933,449.2487855124009,90.36293474714724,300.0,0.0,7.355899315299698,1384.5918221803697,355.0111236656106,0.024519664384332326,4.6153060739345655,0.7,207.93110407901352
0.0,64613.70246989879,78987.13373684841,105982.17618674232,138.0662258934572,1.5571862443281366,447.5671911404795,88.8676744228033,300.0,0.0,7.3556523989212375,1157.6302375250264,353.2739206224744,0.02451884132973746,3.8587674584167546,0.75,203.53034409022027
0.0,64100.47847368504,78445.67721609578,105426.62318734416,144.5422388391239,1.804345243499953,445.7691798103209,87.29471792092116,300.0,0.0,7.355853503916623,930.311218627992,351.4220772911472,0.024519511679722075,3.10103739542664,0.8,204.85477178717946
0.0,63551.89853900151,77870.74860005447,104830.92599873326,141.21111518019535,1.5441669689884787,443.84462474901966,85.5706394786292,300.0,0.06436255296871707,7.355579680269757,702.4753021292281,349.43641999577756,0.024518598934232524,2.3415843404307606,0.85,201.61611230183084
0.0,62960.56810494984,77254.17197831697,104186.49056169398,136.8112952187261,1.7680638625996403,441.7588003518503,83.67093872347976,300.0,0.20631769905340036,7.35560993031965,473.88747746999957,347.28830187231324,0.024518699767732167,1.5796249248999985,0.9,199.94746192356484
0.0,62315.50871809308,76585.0854503715,103481.31621349571,135.44791567025143,1.5333894823667586,439.47380664966016,81.59377244467295,300.0,0.4134845150454538,7.35554876795052,244.1810842093791,344.9377207116524,0.024518495893168398,0.813936947364597,0.95,197.07583459225415
0.0,61600.577548770394,75846.77500080672,102696.51764526953,146.54764676534825,1.5456282547677593,436.9409509157554,79.30299802374927,300.0,0.703778228789588,7.3556570072896,12.767465789616745,342.32172548423176,0.024518856690965332,0.042558219298722486,1.0,198.14126962817093
