hypo_burden_mgdl_min,hyper_burden_mgdl_min,abs_dev_from_target_mgdl_min,glucose_auc_mgdl_min,glucose_sd_mgdl,glucose_rmsd_mgdl,glucose_peak_mgdl,glucose_nadir_mgdl,recovery_time_min,undershoot_mgdl,insulin_auc_muL_min,glucagon_auc_pM_min,mean_glucose_mgdl,mean_insulin_muL,mean_glucagon_pM,modulation_fraction,composite_loss
0.0,693.0087430225434,6456.15203628169,32117.44949266601,29.370579576706522,0.419368199013909,158.64800341922367,81.30477624573275,145.9868546319696,7.786410693846975,24556.348736657168,2408.4921117753415,107.05816497555337,81.85449578885722,8.028307039251139,0.0,12.190277537021027
0.0,626.024193229018,6342.983986432043,31926.038069823873,24.857591892726063,0.2252026182102556,157.53011052512664,80.96819850966848,146.47013148905387,8.12286724835836,23742.14724741565,2434.001139957191,106.4201268994129,79.14049082471884,8.113337133190637,0.05,10.151954830390112
0.0,564.5657259069219,6242.58654317898,31745.665298257965,25.197299629483982,0.21988198763012926,156.45236277370068,80.65247076981336,145.47772744839065,8.43848282177943,22986.500626663383,2459.45309212648,105.81888432752655,76.6216687555446,8.198176973754933,0.1,10.087885289186465
0.0,508.2140624544662,6153.715078960956,31576.01044867574,24.79976834948667,0.21173243271336933,155.41284290903874,80.35491133227748,145.8267773781029,8.735938200156014,22284.489864091134,2484.6774525970077,105.25336816225247,74.28163288030377,8.282258175323358,0.15,9.844837798148921
0.0,456.49838274455,6074.789207668038,31416.44407392998,27.277730803665282,0.4233740116395002,154.40955765757826,80.07324604103235,145.68049130115034,9.017506738064895,21631.847135044183,2509.581448503528,104.72148024643326,72.10615711681395,8.36527149501176,0.2,11.207864173799404
0.0,409.2542622736934,6004.3998670678,31266.519477792674,24.336361664688695,0.1994625760411635,153.44108507908723,79.80553139556812,145.60101773759752,9.285131221658915,21023.8762421384,2534.051726552458,104.22173159264224,70.07958747379467,8.446839088508193,0.25,9.483997525728922
0.0,365.7051548690216,5941.0174285532,31125.384712035753,24.632642085895004,0.1974379142857269,152.5052072813243,79.55012934743387,145.49201323321404,9.540449066778635,20456.69492361183,2558.0707326146885,103.75128237345251,68.1889830787061,8.526902442048963,0.3,9.465055464607769
0.0,325.783545365578,5883.801996562859,30992.22672712292,23.821815486458483,0.17948625160981588,151.60079618942748,79.30579774672802,146.60866348902573,9.784701860900299,19926.56760512379,2581.6096587761836,103.30742242374308,66.4218920170793,8.605365529253945,0.35,9.11877156707823
0.0,289.14725357151116,5832.322426495047,30866.761671063843,23.792760102523204,0.19882477691771372,150.72609956690496,79.07142979783154,145.39047548318337,10.01899590233731,19430.03760934145,2604.648221075191,102.88920557021281,64.76679203113817,8.682160736917304,0.4,9.114647012676828
0.0,255.49165972271777,5785.1905535860315,30748.001812690884,23.750733480790853,0.18865196249107996,149.87967861962622,78.84602362924178,146.6532671843074,10.244332619685537,18963.876919396134,2627.170154265871,102.49333937563628,63.21292306465378,8.757233847552904,0.45,9.006188111980299
