hypo_burden_mgdl_min,hyper_burden_mgdl_min,abs_dev_from_target_mgdl_min,glucose_auc_mgdl_min,glucose_sd_mgdl,glucose_rmsd_mgdl,glucose_peak_mgdl,glucose_nadir_mgdl,recovery_time_min,undershoot_mgdl,insulin_auc_muL_min,glucagon_auc_pM_min,mean_glucose_mgdl,mean_insulin_muL,mean_glucagon_pM,modulation_fraction,composite_loss
0.0,693.0087430225434,6456.15203628169,32117.44949266601,29.370579576706522,0.419368199013909,158.64800341922367,81.30477624573275,145.9868546319696,7.786410693846975,24556.348736657168,2408.4921117753415,107.05816497555337,81.85449578885722,8.028307039251139,0.0,12.190277537021027
0.0,843.1864030489912,6809.018717544454,32466.233723469333,25.466506441711662,0.2183505686345127,161.03605698485373,81.32726534832331,150.2477242931242,7.763345952877728,25811.423748487574,2395.1266502005983,108.2207790782311,86.03807916162525,7.983755500668661,0.05,10.803581271028014
0.0,1020.1697661884981,7207.844393649302,32857.189840731866,30.834321294295346,0.5178192026247248,163.62944101954477,81.34251737424295,152.21987058778922,7.747506727561131,27255.532951839807,2381.6932235945555,109.52396613577288,90.8517765061327,7.938977411981852,0.1,13.795380544468626
0.0,1230.1297062563576,7655.799068950159,33296.28997554911,27.94843160014148,0.25407462212447146,166.4568678541382,81.35026631442952,155.76135208328625,7.739159059203601,28925.441999046125,2368.1092300823575,110.98763325183036,96.41813999682041,7.8936974336078585,0.15,12.561081817259684
0.0,1477.7809082143604,8155.684145575273,33789.84597308493,28.056314031023266,0.270784360428832,169.55053996676506,81.35069781867658,159.86203225905012,7.738116529608632,30865.71379506762,2354.2833138684,112.63281991028309,102.8857126502254,7.847611046228,0.2,13.294872623846665
0.0,1768.8457224069364,8711.756966300274,34345.252234279935,28.56570153276936,0.24222842370521655,172.9464847192575,81.34464425929544,164.7911505070308,7.743544498308452,33131.083572295676,2340.084620046811,114.48417411426645,110.4369452409856,7.800282066822703,0.25,14.061259851198642
0.0,2110.9671293907395,9329.23692212123,34971.19432826829,29.614493698533824,0.24138656898963662,176.6843644736362,81.3335854186214,169.76320939109638,7.753963304678194,35789.91464643787,2325.409531771285,116.5706477608943,119.29971548812624,7.751365105904283,0.3,15.202460662646962
0.0,2511.6224157724027,10014.904452239087,35677.59941253415,30.02981493519585,0.31171654899048035,180.80593244966914,81.3200620418445,173.54590896064832,7.766830169900999,38928.49114528659,2310.2385345931953,118.92533137511384,129.7616371509553,7.700795115310651,0.35,16.612564081498327
0.0,2980.036953942904,10777.62739046467,36475.82582435907,31.36905277084016,0.2643634989268766,185.3554637486994,81.34277845882943,179.70427646398494,7.7434383819395265,42656.66218421274,2294.6110476022864,121.5860860811969,142.1888739473758,7.648703492007622,0.4,17.95976429513552
0.0,3526.6748410739137,11628.611766948445,37380.0718628586,33.31017020805202,0.29218498695470657,190.37906189550807,81.42333660633373,184.74938084122442,7.662184463293727,47114.529406588525,2278.393347320697,124.60023954286198,157.0484313552951,7.5946444910689905,0.45,19.944725123395813
0.0,4164.977078360477,12582.063828663278,38407.031206855354,34.22548792875687,0.28835541683920557,195.92713624484506,81.54409589176413,191.67905692331232,7.540706013813235,52489.872051327664,2261.2726056701154,128.0234373561845,174.9662401710922,7.537575352233718,0.5,21.78145694318213
0.0,4911.049228566701,13656.275586252596,39577.86019838252,34.07123660717194,0.37881225589419426,202.05678071373262,81.68270539711148,197.12436340541896,7.401350591463299,59032.75002064875,2242.881100983457,131.92620066127506,196.7758334021625,7.476270336611524,0.55,23.99172857423071
