hypo_burden_mgdl_min,hyper_burden_mgdl_min,abs_dev_from_target_mgdl_min,glucose_auc_mgdl_min,glucose_sd_mgdl,glucose_rmsd_mgdl,glucose_peak_mgdl,glucose_nadir_mgdl,recovery_time_min,undershoot_mgdl,insulin_auc_muL_min,glucagon_auc_pM_min,mean_glucose_mgdl,mean_insulin_muL,mean_glucagon_pM,modulation_fraction,composite_loss
0.0,0.0,543.4196646708001,53379.57090261942,0.0005013030974838033,4.480999244447365e-05,89.0938962747979,89.09127954053125,0.0,0.0,7854.679829126315,6876.492635218004,89.09300709575186,13.109828983598472,11.477188684431695,0.0,0.020598253825880146
0.0,0.0,543.3786903565126,53441.265979813135,0.0005523945929120569,4.60078971046638e-05,89.0951117843715,89.09233034573825,0.0,0.0,7863.912745147687,6884.212663250821,89.09411125272983,13.110249245641054,11.476951334551165,0.05,0.020639430835775924
0.0,0.0,542.8796588926978,53455.567754874486,0.000506583344677956,3.999846994194188e-05,89.09627892657248,89.09340058687943,0.0,0.0,7866.14673272687,6885.846633064767,89.09517455333565,13.110621505849478,11.476741029739802,0.1,0.020609497603434175
0.0,0.0,541.7112395543588,53402.25406220846,0.0005223276475084432,4.092381312491285e-05,89.09740504375023,89.09453616789534,0.0,0.0,7858.407169077479,6878.786733372086,89.09621008972623,13.110950247364572,11.47655354107342,0.15,0.020596949324779776
0.0,0.0,540.4896176967135,53342.36418135618,0.0006378050450903195,4.4495489891528704e-05,89.09849830520379,89.09565822749146,0.0,0.0,7849.678867444616,6870.893327650858,89.09722551492699,13.111241299591915,11.476385452684516,0.2,0.02061738650749517
0.0,0.0,540.020447628141,53354.5231777274,0.00037246692476457764,4.651633234936829e-05,89.09955402366943,89.09665416142668,0.0,0.0,7851.538318512954,6872.2945295913705,89.0982048085538,13.111502596224167,11.476236109590824,0.25,0.020563788384008772
0.0,0.0,539.2566496318209,53335.49473570134,0.0005302653658883653,5.295842117868621e-05,89.1005896730723,89.0976754655484,0.0,0.0,7848.801760810664,6869.688947907427,89.09914946762841,13.111747902474173,11.476099460571923,0.3,0.02062179617974645
0.0,0.0,539.1659792153239,53381.744065603954,0.0006284588174118022,3.756443369872542e-05,89.10160382760225,89.0985751355235,0.0,0.0,7855.658841415743,6875.501325933216,89.10007197413682,13.111968902968213,11.47597692286062,0.35,0.020602357672601483
0.0,0.0,538.2119612021147,53342.044805191734,0.000773242280450734,5.229949646718262e-05,89.10259525309534,89.09959468580091,0.0,0.0,7849.8552315144925,6870.250562745734,89.10098653170482,13.112167855832375,11.475864959737454,0.4,0.02068238606084089
0.0,0.0,538.6671636497977,53441.093577029074,0.0008486739200029883,5.489681212573794e-05,89.10356795343483,89.1003618329943,0.0,0.0,7864.4639138882085,6882.876125684981,89.10188477934568,13.112354381306899,11.475761337430814,0.45,0.020749267640070103
0.0,0.0,537.6184041132356,53390.48674663699,0.0007720108398212252,5.605591832161598e-05,89.10452489166457,89.10137469122384,0.0,0.0,7857.036650774886,6876.233667428967,89.10277477328502,13.112518910001095,11.475667990533832,0.5,0.02071545546307752
0.0,0.0,537.8002634578779,53461.66717800549,0.0008688308395145903,6.290718376688842e-05,89.10546816245505,89.1021514157809,0.0,0.0,7867.526236275058,6885.280357399205,89.10365738766444,13.112673046865265,11.475580436745421,0.55,0.02079407582242912
0.0,0.0,537.1534767019944,53449.34450913628,0.0008677167691627866,5.456145024287857e-05,89.10639795639288,89.1030708532561,0.0,0.0,7865.721753521725,6883.579452340972,89.10452030217148,13.112814948705424,11.475501724027376,0.6,0.020755671468532976
0.0,0.0,536.732280305492,53461.51990018962,0.0008548285962141588,6.317229625412228e-05,89.10731632900396,89.10393194984849,0.0,0.0,7867.511318628658,6885.030557237083,89.10541724450586,13.112943291382043,11.475422354043605,0.65,0.020791439342818734
0.0,0.0,535.703672349661,53410.443849416275,0.0008549179902650539,5.867026507143132e-05,89.10822410920254,89.10491005852458,0.0,0.0,7859.994404964307,6878.34508076022,89.10626925691002,13.113067919472275,11.475352471066595,0.7,0.020753962754954086
0.0,0.0,534.6549087553626,53357.292315001134,0.0009351592241002312,6.917083968217601e-05,89.10912158459885,89.10588359806974,0.0,0.0,7852.166883453969,6871.394605251999,89.1071218564771,13.11318398974706,11.47528612957721,0.75,0.020795736668496365
0.0,0.0,534.5113721853181,53393.55518168093,0.0007656330028247381,5.1816720950717264e-05,89.1100119394052,89.1066726952548,0.0,0.0,7857.493515611892,6875.964161970058,89.10795942501244,13.113290751833398,11.475226428879623,0.8,0.020697638273712876
0.0,0.0,533.9931459490806,53393.29020818035,0.0009211232332699682,5.864987918391854e-05,89.11089300209377,89.1075260894156,0.0,0.0,7857.438820665638,6875.828976475486,89.10881134471725,13.113389918347453,11.475167473560631,0.85,0.020763643950701433
0.0,0.0,533.7495097192725,53420.51188225673,0.000950624579223448,6.254234156727845e-05,89.11176793531666,89.1083138030822,0.0,0.0,7861.425258709567,6879.235481642783,89.10966335864104,13.113482698682324,11.47511201849066,0.9,0.020796833016255966
0.0,0.0,533.1840521522474,53412.81492785154,0.0010456644059685103,6.866642020618123e-05,89.11263601409495,89.10917004139199,0.0,0.0,7860.2755456322175,6878.152916214501,89.11047036664405,13.113573063483749,11.475063473915142,0.95,0.020842068151057616
0.0,0.0,533.096222384311,53453.70781671537,0.0008833538455778979,5.905320871867186e-05,89.11349746783586,89.10990948803052,0.0,0.0,7866.271643979755,6883.3273647823935,89.11128912206325,13.11365731976722,11.475016420341275,1.0,0.0207784794940836
