hypo_burden_mgdl_min,hyper_burden_mgdl_min,abs_dev_from_target_mgdl_min,glucose_auc_mgdl_min,glucose_sd_mgdl,glucose_rmsd_mgdl,glucose_peak_mgdl,glucose_nadir_mgdl,recovery_time_min,undershoot_mgdl,insulin_auc_muL_min,glucagon_auc_pM_min,mean_glucose_mgdl,mean_insulin_muL,mean_glucagon_pM,modulation_fraction,composite_loss
0.0,0.0,543.2887326667685,53366.71126733323,0.00039511237151988184,7.764535056506961e-06,89.09389626909007,89.09127954053125,0.0,0.0,7852.78754264824,6874.836027625079,89.09300712409555,13.10982895266818,11.477188693864907,0.0,0.020418635336819195
0.0,0.0,350.7821175577294,53559.217882442266,0.0717346870929376,0.0006440718057724603,89.60915838846438,89.3699662687311,0.0,0.11800251820407937,8098.961617982678,7411.246943158389,89.41438711593032,13.520804036698962,12.3726994042711,0.05,0.05344896534813646
0.0,0.0,182.1535607465388,53778.92777702007,0.13745385274917885,0.0012367199139995653,90.08168279715895,89.62149552853546,0.0,0.23009394291921126,8333.886898421855,7945.692334622322,89.70630154632205,13.901395994031452,13.253865445575183,0.1,0.08428463915513937
0.0,0.0,98.46034148217522,53894.08002294579,0.19869748903122933,0.001754340226606087,90.51920242435496,89.85151043798344,0.0,0.3545598991045722,8539.136433003921,8459.732467771371,89.97342240892452,14.255653477468984,14.123092600619986,0.15,0.11486581758587765
0.0,0.0,131.71194837158876,54041.71194837158,0.2564077718353279,0.002248570139784423,90.92776303232526,90.06316938043064,0.0,0.47290767287729807,8738.125413320551,8973.663860375078,90.21988639127142,14.587855447947497,14.981074892111984,0.2,0.14384568420592397
0.0,0.0,268.608233461971,54178.60823346198,0.31124652861086377,0.0027041770116631846,91.31208688881851,90.25895878813516,599.0,0.5955252613162543,8925.404077189387,9481.836683044792,90.44842776871782,14.90050764138462,15.829443544315179,0.25,2.668186232274069
0.0,0.0,396.540579541209,54351.54057954121,0.3637066216036695,0.003139269777512268,91.67585477172112,90.44085677167926,599.5,0.7165892216758607,9110.047873424493,9993.082357197329,90.66145217604873,15.196076519473717,16.669028118761183,0.3,2.697941473996867
0.0,0.0,515.967965049702,54470.9679650497,0.4142374755434803,0.003531096269443578,92.02210486605738,90.61047505924984,599.5,0.8496409796852191,9277.894607569573,10492.019081508623,90.86066382827306,15.476054391275351,17.501282871574016,0.35,2.726114987201645
0.0,0.0,628.283773695661,54583.28377369566,0.4633051688827719,0.003917195921249477,92.35317635168539,90.76913036295564,599.5,0.9791971931466321,9437.671234391259,10986.58238976467,91.04801296696523,15.742570866374075,18.326242518373093,0.4,2.7535311926156463
0.0,0.0,734.3950145730206,54689.39501457302,0.5113251170142185,0.0043125511228827755,92.67111706095906,90.91792476198702,599.5,1.099614511565946,9590.313650032713,11476.958752575252,91.22501253473398,15.997187072615034,19.14421810271101,0.45,2.7797915347034627
0.0,0.0,834.1499675740267,54789.14996757403,0.557774412010962,0.004643179811980123,92.97747955164435,91.05777739394979,599.5,1.246098633154304,9735.543326724934,11964.830995846818,91.39140945383491,16.239438409883125,19.958016673639396,0.5,2.807990492883439
0.0,0.0,928.9580125986977,54883.9580125987,0.6036188475597308,0.004993799106531561,93.27366114630357,91.18947234143111,599.5,1.3806351101636238,9874.929825198105,12449.12489022523,91.54955464987272,16.471942994492252,20.765846355671776,0.55,2.8349093622429677
0.0,0.0,1018.5321019738172,54973.53210197382,0.6482528156518367,0.005302434439117312,93.56080084266502,91.31368173780191,599.5,1.533098378949063,10008.110440575972,12931.354111571078,91.6989693110489,16.694095814138404,21.57023204599012,0.6,2.863136569853201
0.0,0.0,1103.4092649236577,55058.40926492366,0.6918743240396814,0.005587576226517792,93.83979248785043,91.43098519686207,599.5,1.6957157384072303,10135.688600793614,13411.549050082545,91.84054923256657,16.906903420840056,22.37122443716855,0.65,2.892019536325024
0.0,0.0,1185.3246119365535,55140.32461193656,0.7361839727655158,0.0059475125902190475,94.11142613920389,91.54188013270569,599.5,1.8211234678483237,10259.44998031364,13887.822942335853,91.9771886771252,17.113344420873464,23.165676300810432,0.7,2.9176425055926054
0.0,0.0,1260.406698147098,55170.4066981471,0.7775875152426855,0.0061638096149342556,94.37640598319253,91.64681544566703,599.0,2.0183186770489243,10367.796458342387,14353.353026760406,92.10418480492002,17.308508277700145,23.962192031319542,0.75,2.947021813243159
0.0,0.0,1336.3326258388693,55291.33262583887,0.8212230042845136,0.006537042098344157,94.63510314948226,91.74617565904998,599.5,2.1341205736115825,10491.441235775044,14837.443851865039,92.22907860857192,17.500318992118505,24.749697834637264,0.8,2.973657155198457
0.0,0.0,1406.056171387625,55361.05617138762,0.8620340171849206,0.0067884151505609724,94.88810322760126,91.84031700326605,599.5,2.312648265171589,10600.353138244565,15310.987314165455,92.34538143684341,17.681990222259493,25.53959518626431,0.85,3.0032516892348995
0.0,0.0,1473.8034603084243,55428.80346030842,0.9039256799846344,0.007105112997861809,95.13561796248753,91.92953198118234,599.5,2.457754165681038,10706.454818524588,15781.476946688279,92.45838775697818,17.858973842409654,26.324398576627654,0.9,3.030027849490551
0.0,0.0,1538.3683125981886,55493.36831259819,0.9450316255329768,0.007405703871797373,95.37792591143862,92.01411541615892,599.5,2.610979809171269,10808.531764973708,16251.228077846295,92.56608559232392,18.029243978271406,27.107970104831185,0.95,3.057346585036073
0.0,0.0,1600.1979248225807,55555.197924822576,0.9857581486875018,0.007706827176230642,95.61531956475233,92.09431720571979,599.5,2.7635180694480823,10907.047828167188,16719.96168176076,92.6692208921144,18.19357435891107,27.889844339884505,1.0,3.0844960562657815
