intervention,response_class,u_opt,loss_baseline,loss_opt,loss_max,gain0,gain1
hpt_feedback_potentiation,TypeI,1.0,17.933011414652018,2.6171179672416343,2.6171179672416343,,
hpt_feedback_inhibition,Type0,0.0,17.933011414652018,17.933011414652018,91.012186410004,,
hpt_thyroid_potentiation,Type0,0.0,17.933011414652018,17.933011414652018,93.10077129723501,,
hpt_thyroid_inhibition,TypeII,0.45,17.933011414652018,2.709947381217004,141.84328763393887,15.223064033435014,139.13334025272187
