intervention,u,loss,t3_nadir,t3_peak,tsh_nadir
hpt_feedback_potentiation,0.0,17.933011414652018,2.000004187482489,3.668931004526822,0.3702059846930439
hpt_feedback_potentiation,0.05,15.336841287791874,1.952397015884925,3.6116409053578917,0.2099257608186758
hpt_feedback_potentiation,0.1,13.563746394576004,1.9091716031970554,3.5626645551038494,0.17523425466113002
hpt_feedback_potentiation,0.15000000000000002,12.101197885124822,1.869774051976675,3.519529620167092,0.1640025377340585
hpt_feedback_potentiation,0.2,10.86835114573929,1.8337215399659466,3.4810200513597396,0.15895907942114296
hpt_feedback_potentiation,0.25,9.80829919400826,1.8005978598468806,3.446263964243458,0.15625280990373547
hpt_feedback_potentiation,0.30000000000000004,8.874093111774933,1.7700462633850729,3.414678809392982,0.15462397163011377
hpt_feedback_potentiation,0.35000000000000003,8.058291968540141,1.741761614959637,3.3857667478616116,0.15356188922252928
hpt_feedback_potentiation,0.4,7.3349232762198255,1.715482866344672,3.3591527543734356,0.1528290062968116
hpt_feedback_potentiation,0.45,6.687957279223621,1.6909862946990972,3.3345235676819076,0.1523020853381316
hpt_feedback_potentiation,0.5,6.113882469258963,1.668079639801704,3.3116793723918283,0.15190748732852302
hpt_feedback_potentiation,0.55,5.588607314133811,1.6465971243778454,3.2903572230006284,0.15160529543541013
hpt_feedback_potentiation,0.6000000000000001,5.123063749942186,1.626395274057485,3.2704429801836308,0.15136902410841083
hpt_feedback_potentiation,0.65,4.695389747793216,1.6073494309276668,3.251729685675545,0.15118002981451786
hpt_feedback_potentiation,0.7000000000000001,4.313896047086485,1.5893508540657084,3.234106785720713,0.151026740119966
hpt_feedback_potentiation,0.75,3.9669049114468,1.572304309781342,3.217520208754978,0.15090065184353554
hpt_feedback_potentiation,0.8,3.6459966693262054,1.5561260670473314,3.201785060199501,0.15079567479624992
hpt_feedback_potentiation,0.8500000000000001,3.347402752033202,1.5407422268149635,3.1869277121822486,0.15071126213348007
hpt_feedback_potentiation,0.9,3.0794543920848385,1.5260873259164998,3.1727803782894037,0.15069017526447026
hpt_feedback_potentiation,0.9500000000000001,2.844953091009172,1.512103166876651,3.1593208613703996,0.15067058259595076
hpt_feedback_potentiation,1.0,2.6171179672416343,1.4987378337815394,3.1464870752117493,0.15065231748115568
hpt_feedback_inhibition,0.0,17.933011414652018,2.000004187482489,3.668931004526822,0.3702059846930439
hpt_feedback_inhibition,0.05,19.621193825352496,2.0256432237705924,3.6998505317956236,0.4883196974914034
hpt_feedback_inhibition,0.1,21.441998508499854,2.0526162512684216,3.731910662727466,0.608154050665059
hpt_feedback_inhibition,0.15000000000000002,23.42760598248992,2.0810097060636976,3.765131679124399,0.7296267339170561
hpt_feedback_inhibition,0.2,25.597208039747574,2.1109115465515846,3.7996265820466566,0.8526502418170417
hpt_feedback_inhibition,0.25,27.959290292790786,2.1424095256926514,3.835493444456281,0.9771804263882633
hpt_feedback_inhibition,0.30000000000000004,30.561356154759633,2.17558890049812,3.87279700479055,1.1031653722350585
hpt_feedback_inhibition,0.35000000000000003,33.393595916899976,2.21052952371417,3.9116445712780847,1.2305719569560227
hpt_feedback_inhibition,0.4,36.52025820867591,2.2473023087455193,3.9520789599186408,1.3593649094518636
hpt_feedback_inhibition,0.45,39.95653135453513,2.285965132998997,3.9941386286569736,1.4895143772746813
hpt_feedback_inhibition,0.5,43.727581564978685,2.3265583479815266,4.03789642994221,1.6209902023233205
hpt_feedback_inhibition,0.55,47.87558660172547,2.369100189438023,4.083325473653449,1.7537583073254353
hpt_feedback_inhibition,0.6000000000000001,52.32556001425382,2.413582508208606,4.130484621920925,1.8877894854656108
hpt_feedback_inhibition,0.65,56.87071721739651,2.4599673403756035,4.179256534323887,2.023044367664985
hpt_feedback_inhibition,0.7000000000000001,61.49309719301503,2.5081848638594044,4.229635554625675,2.1594824268281303
hpt_feedback_inhibition,0.75,66.21845069081664,2.55813321281995,4.2815090038091626,2.2970565905536158
hpt_feedback_inhibition,0.8,71.02045497786975,2.6096804278235677,4.33474423271421,2.4357148652958087
hpt_feedback_inhibition,0.8500000000000001,75.9153287213957,2.662668531758954,4.389195532956007,2.575400418747648
hpt_feedback_inhibition,0.9,80.86343746432031,2.7169193998357932,4.444715283567049,2.7160530996131627
hpt_feedback_inhibition,0.9500000000000001,85.90038374987924,2.7722418178621493,4.501134035893092,2.8576081665093835
hpt_feedback_inhibition,1.0,91.012186410004,2.8284389687599876,4.558256474955124,3.0
hpt_thyroid_potentiation,0.0,17.933011414652018,2.000004187482489,3.668931004526822,0.3702059846930439
hpt_thyroid_potentiation,0.05,21.691645351437046,2.0953515681581525,3.761121660576354,0.3371549447826309
hpt_thyroid_potentiation,0.1,25.397461461452927,2.182591492475537,3.845649814022861,0.309555329643558
hpt_thyroid_potentiation,0.15000000000000002,29.066706804639278,2.2631713179506576,3.9238699093461045,0.28614439547399223
hpt_thyroid_potentiation,0.2,32.6882942770679,2.3381857912710826,3.9967878496509788,0.2660340684024241
hpt_thyroid_potentiation,0.25,36.271707507427614,2.408479435641067,4.065215133976146,0.24856589755536568
hpt_thyroid_potentiation,0.30000000000000004,39.836493208615146,2.4747158255401196,4.129804950434302,0.2332480143765704
hpt_thyroid_potentiation,0.35000000000000003,43.37305805275639,2.5374251463008957,4.191030535009127,0.21982330393618166
hpt_thyroid_potentiation,0.4,46.95639730523337,2.5970374301240184,4.24930773564893,0.2089425971394504
hpt_thyroid_potentiation,0.45,50.57215823298271,2.6539062136905898,4.304996227658832,0.199906409197789
hpt_thyroid_potentiation,0.5,54.21591342380748,2.7083256822713477,4.358372984218035,0.19230840797316143
hpt_thyroid_potentiation,0.55,57.91952808888147,2.7605433060937754,4.4097291739632665,0.18589091384077386
hpt_thyroid_potentiation,0.6000000000000001,61.688507291458,2.810769302579648,4.459194825945301,0.1804520443380713
hpt_thyroid_potentiation,0.65,65.53683277577528,2.8591838261462272,4.506952164092468,0.1758347230408241
hpt_thyroid_potentiation,0.7000000000000001,69.49736792484887,2.9059425055133348,4.553188345466709,0.17191332155009229
hpt_thyroid_potentiation,0.75,73.51652255907965,2.95118076165251,4.598007384752589,0.16857403054219616
hpt_thyroid_potentiation,0.8,77.51567720387574,2.995017213627722,4.64149539492222,0.16572959343633978
hpt_thyroid_potentiation,0.8500000000000001,81.50718316163697,3.0375563935214434,4.683827485995885,0.16330786344735748
hpt_thyroid_potentiation,0.9,85.42904394049694,3.0788909317894873,4.725010645639473,0.16124473780046905
hpt_thyroid_potentiation,0.9500000000000001,89.29880821051911,3.119103332270754,4.765180560629026,0.15948916385233589
hpt_thyroid_potentiation,1.0,93.10077129723501,3.158267425995204,4.804431475967301,0.15799262237130443
hpt_thyroid_inhibition,0.0,17.933011414652018,2.000004187482489,3.668931004526822,0.3702059846930439
hpt_thyroid_inhibition,0.05,16.03489105680417,1.9487053879993066,3.619420999695226,0.3893165284984102
hpt_thyroid_inhibition,0.1,14.135236014367695,1.8945971903989813,3.5672343693236264,0.410509506467942
hpt_thyroid_inhibition,0.15000000000000002,12.23529649102345,1.8373202299044857,3.5120847289469137,0.4341792154101526
hpt_thyroid_inhibition,0.2,10.330224424902282,1.776451267809683,3.453545591592348,0.4607473907342584
hpt_thyroid_inhibition,0.25,8.437335766510584,1.7114922871130398,3.391106296346928,0.4907927199851416
hpt_thyroid_inhibition,0.30000000000000004,6.585075162608742,1.6418604477362353,3.324291926847969,0.5250194180728461
hpt_thyroid_inhibition,0.35000000000000003,4.799659009787749,1.5668824111194306,3.2524474170929683,0.5643124359401931
hpt_thyroid_inhibition,0.4,3.21373795135856,1.4858000225008696,3.174784449062102,0.609793839629948
hpt_thyroid_inhibition,0.45,2.709947381217004,1.3977998083491916,3.0905591979078237,0.6628665411983157
hpt_thyroid_inhibition,0.5,3.5192089415703296,1.3020852814833765,2.9989576330040872,0.7252673957733627
hpt_thyroid_inhibition,0.55,5.89597095761683,1.1980132620709596,2.89930577218165,0.7990301226057314
hpt_thyroid_inhibition,0.6000000000000001,9.078475317472593,1.0852994999889447,2.791223302333757,0.8864323407320697
hpt_thyroid_inhibition,0.65,13.130720189410553,0.9642472402864847,2.6748595629195715,0.9898100568425812
hpt_thyroid_inhibition,0.7000000000000001,19.12680405891966,0.8358760514709105,2.5510129304028406,1.1110685287745268
hpt_thyroid_inhibition,0.75,28.686985677215773,0.7018093399571986,2.4210493852319077,1.2512959407331268
hpt_thyroid_inhibition,0.8,42.2013070680605,0.5639086572491883,2.2866635673527997,1.4103258350710768
hpt_thyroid_inhibition,0.8500000000000001,59.96192825429408,0.42383864264569016,2.149395299727511,1.5863319466644534
hpt_thyroid_inhibition,0.9,82.26937320449008,0.28278738928083436,2.010393280542789,1.7755819992547435
hpt_thyroid_inhibition,0.9500000000000001,109.41876511643962,0.1414201807555611,1.8704110631220638,1.9723805327891772
hpt_thyroid_inhibition,1.0,141.84328763393887,3.5561820301169276e-23,1.729817718210179,2.1690827033378066
